OBD_No,OBD_Date,Goods_Issue_Time,Pick_Time,Pick_Date
11119640,7/9/2023,00:00.0,00:00.0,0001-01-01
11121897,5/25/2023,45:00.0,00:00.0,0001-01-01
11125006,8/31/2023,00:00.0,30:00.0,8/31/2023
11125829,3/15/2022,45:00.0,00:00.0,3/17/2022
11126501,3/11/2022,15:00.0,15:00.0,3/11/2022
11127403,11/21/2023,15:00.0,00:00.0,11/22/2023
11131286,2/5/2022,00:00.0,45:00.0,2/6/2022
11131880,4/19/2022,45:00.0,30:00.0,4/19/2022
11132241,9/29/2022,30:00.0,45:00.0,9/29/2022
11132274,0001-01-01,00:00.0,00:00.0,0001-01-01
11137010,9/19/2023,45:00.0,00:00.0,0001-01-01
11137651,10/27/2023,45:00.0,30:00.0,10/28/2023
11139490,5/27/2023,15:00.0,00:00.0,0001-01-01
11144001,2/23/2023,45:00.0,00:00.0,2/23/2023
11145397,1/13/2023,30:00.0,45:00.0,1/13/2023
11151943,0001-01-01,00:00.0,00:00.0,0001-01-01
11156974,5/28/2022,00:00.0,15:00.0,5/30/2022
11161238,9/22/2024,45:00.0,00:00.0,0001-01-01
11163490,9/9/2023,15:00.0,00:00.0,0001-01-01
11164091,0001-01-01,00:00.0,00:00.0,0001-01-01
11164601,2/20/2023,00:00.0,45:00.0,2/20/2023
11171326,6/29/2022,00:00.0,15:00.0,6/30/2022
11173352,1/25/2022,45:00.0,30:00.0,1/26/2022
11174271,2/14/2022,00:00.0,00:00.0,2/14/2022
11185755,2/4/2023,00:00.0,45:00.0,2/6/2023
11188832,0001-01-01,00:00.0,00:00.0,0001-01-01
11190605,2/22/2024,45:00.0,00:00.0,0001-01-01
11194267,8/24/2023,45:00.0,45:00.0,8/26/2023
11194876,4/21/2023,45:00.0,00:00.0,4/22/2023
11198544,8/13/2022,30:00.0,00:00.0,8/14/2022
11201814,11/9/2022,45:00.0,45:00.0,11/11/2022
11205484,12/22/2023,30:00.0,30:00.0,12/23/2023
11206222,5/29/2022,00:00.0,45:00.0,5/31/2022
11213005,3/31/2022,45:00.0,45:00.0,3/31/2022
11214619,11/24/2023,15:00.0,00:00.0,11/25/2023
11214840,3/11/2023,15:00.0,30:00.0,3/12/2023
11215337,11/19/2023,45:00.0,00:00.0,0001-01-01
11218037,1/5/2023,00:00.0,15:00.0,1/7/2023
11224073,6/25/2023,15:00.0,30:00.0,6/26/2023
11225756,9/3/2022,15:00.0,45:00.0,9/5/2022
11226946,3/5/2022,15:00.0,45:00.0,3/7/2022
11228331,1/7/2023,00:00.0,15:00.0,1/8/2023
11228910,9/3/2023,00:00.0,00:00.0,0001-01-01
11233262,2/9/2022,15:00.0,45:00.0,2/9/2022
11242605,1/28/2024,45:00.0,00:00.0,0001-01-01
11250812,10/3/2023,15:00.0,00:00.0,0001-01-01
11252471,8/21/2023,45:00.0,15:00.0,8/22/2023
11256721,9/23/2023,45:00.0,00:00.0,0001-01-01
11256772,3/6/2023,30:00.0,00:00.0,3/6/2023
11261132,8/1/2022,45:00.0,15:00.0,8/3/2022
11263412,3/10/2022,15:00.0,30:00.0,3/10/2022
11272889,7/12/2022,30:00.0,00:00.0,7/13/2022
11276083,9/15/2022,30:00.0,00:00.0,9/16/2022
11279127,1/16/2024,15:00.0,00:00.0,0001-01-01
11281676,2/6/2024,15:00.0,00:00.0,0001-01-01
11284289,7/17/2023,45:00.0,30:00.0,7/18/2023
11288662,7/6/2022,30:00.0,45:00.0,7/8/2022
11289419,0001-01-01,00:00.0,00:00.0,0001-01-01
11289755,5/17/2023,00:00.0,00:00.0,0001-01-01
11292015,5/8/2022,00:00.0,30:00.0,5/9/2022
11292919,7/30/2022,00:00.0,15:00.0,8/1/2022
11294562,5/31/2023,00:00.0,30:00.0,6/2/2023
11294689,3/20/2023,30:00.0,45:00.0,3/21/2023
11297922,0001-01-01,00:00.0,00:00.0,0001-01-01
11299765,9/7/2023,30:00.0,30:00.0,9/7/2023
11302885,11/24/2023,45:00.0,00:00.0,0001-01-01
11305024,0001-01-01,00:00.0,00:00.0,0001-01-01
11305716,1/16/2024,15:00.0,30:00.0,1/18/2024
11305758,6/10/2023,15:00.0,00:00.0,6/11/2023
11306363,3/29/2022,15:00.0,00:00.0,3/30/2022
11309231,0001-01-01,00:00.0,00:00.0,0001-01-01
11311788,10/23/2022,30:00.0,15:00.0,10/23/2022
11315779,0001-01-01,00:00.0,00:00.0,0001-01-01
11316102,4/29/2024,30:00.0,00:00.0,5/1/2024
11316382,0001-01-01,00:00.0,00:00.0,0001-01-01
11316844,3/12/2022,45:00.0,45:00.0,3/13/2022
11318177,10/21/2023,30:00.0,00:00.0,0001-01-01
11322863,5/19/2023,00:00.0,00:00.0,0001-01-01
11323075,0001-01-01,00:00.0,00:00.0,0001-01-01
11325577,2/1/2024,15:00.0,00:00.0,0001-01-01
11327397,0001-01-01,00:00.0,00:00.0,0001-01-01
11332984,2/17/2022,45:00.0,30:00.0,2/18/2022
11335293,4/22/2022,30:00.0,00:00.0,4/22/2022
11336919,1/25/2023,30:00.0,00:00.0,1/27/2023
11344828,1/30/2023,45:00.0,30:00.0,2/1/2023
11347669,4/2/2023,30:00.0,45:00.0,4/2/2023
11351266,6/8/2023,00:00.0,00:00.0,0001-01-01
11353038,9/10/2024,15:00.0,00:00.0,0001-01-01
11356820,5/3/2022,15:00.0,30:00.0,5/3/2022
11365118,11/19/2022,00:00.0,15:00.0,11/19/2022
11370078,12/6/2023,30:00.0,45:00.0,12/6/2023
11371557,8/8/2022,15:00.0,45:00.0,8/8/2022
11373974,8/15/2023,30:00.0,00:00.0,0001-01-01
11379178,11/30/2023,30:00.0,00:00.0,0001-01-01
11383889,9/8/2024,30:00.0,45:00.0,9/10/2024
11389244,2/12/2024,00:00.0,30:00.0,2/14/2024
11395895,0001-01-01,00:00.0,00:00.0,0001-01-01
11397034,2/26/2023,45:00.0,30:00.0,2/27/2023
11398806,11/24/2023,45:00.0,00:00.0,11/25/2023
11400593,6/5/2022,45:00.0,15:00.0,6/7/2022
11401982,11/8/2023,00:00.0,00:00.0,0001-01-01
11404325,0001-01-01,00:00.0,00:00.0,0001-01-01
11404526,5/23/2023,30:00.0,00:00.0,0001-01-01
11406824,2/25/2024,30:00.0,00:00.0,2/27/2024
11407273,9/10/2022,30:00.0,45:00.0,9/12/2022
11414309,1/31/2023,15:00.0,45:00.0,1/31/2023
11416778,0001-01-01,00:00.0,00:00.0,0001-01-01
11418473,0001-01-01,00:00.0,00:00.0,0001-01-01
11419280,12/3/2023,45:00.0,00:00.0,0001-01-01
11421591,5/12/2023,00:00.0,15:00.0,5/13/2023
11422855,4/9/2023,00:00.0,30:00.0,4/11/2023
11426516,5/24/2023,00:00.0,00:00.0,5/26/2023
11432019,12/8/2022,15:00.0,30:00.0,12/9/2022
11432528,9/13/2023,30:00.0,00:00.0,0001-01-01
11434149,9/27/2023,00:00.0,15:00.0,9/29/2023
11436957,9/24/2022,15:00.0,00:00.0,9/25/2022
11439350,8/27/2023,00:00.0,45:00.0,8/29/2023
11441144,8/28/2022,45:00.0,30:00.0,8/30/2022
11442173,7/4/2022,45:00.0,00:00.0,7/4/2022
11443571,1/1/2024,30:00.0,00:00.0,1/3/2024
11445424,1/25/2023,30:00.0,00:00.0,1/27/2023
11447323,6/17/2022,00:00.0,45:00.0,6/19/2022
11448855,6/5/2022,30:00.0,00:00.0,6/5/2022
11457399,4/6/2022,45:00.0,15:00.0,4/6/2022
11458621,5/10/2022,30:00.0,30:00.0,5/11/2022
11463110,9/2/2023,00:00.0,00:00.0,0001-01-01
11469523,3/1/2022,30:00.0,15:00.0,3/3/2022
11469548,6/21/2022,00:00.0,30:00.0,6/23/2022
11469955,3/18/2023,15:00.0,00:00.0,0001-01-01
11477052,12/11/2022,30:00.0,00:00.0,12/12/2022
11479031,7/8/2022,45:00.0,45:00.0,7/9/2022
11483668,1/19/2023,00:00.0,45:00.0,1/20/2023
11487083,6/24/2023,15:00.0,00:00.0,6/26/2023
11488873,11/2/2023,30:00.0,00:00.0,11/2/2023
11490949,9/23/2023,45:00.0,15:00.0,9/25/2023
11491950,4/24/2022,00:00.0,30:00.0,4/25/2022
11495259,2/17/2023,15:00.0,45:00.0,2/17/2023
11496555,10/22/2022,45:00.0,45:00.0,10/22/2022
11500221,6/2/2023,00:00.0,30:00.0,6/4/2023
11502382,6/15/2022,30:00.0,30:00.0,6/15/2022
11503786,1/15/2023,30:00.0,45:00.0,1/15/2023
11504132,1/23/2022,00:00.0,15:00.0,1/25/2022
11504836,9/2/2023,15:00.0,30:00.0,9/2/2023
11509312,0001-01-01,00:00.0,00:00.0,0001-01-01
11511357,1/30/2024,30:00.0,45:00.0,1/30/2024
11513077,0001-01-01,00:00.0,00:00.0,0001-01-01
11516293,11/12/2022,45:00.0,00:00.0,11/13/2022
11517722,10/9/2022,45:00.0,15:00.0,10/11/2022
11522724,4/2/2022,00:00.0,30:00.0,4/2/2022
11523124,11/20/2023,30:00.0,00:00.0,0001-01-01
11530962,10/28/2023,15:00.0,15:00.0,10/30/2023
11533311,8/10/2023,30:00.0,15:00.0,8/11/2023
11534949,4/30/2023,15:00.0,00:00.0,0001-01-01
11539226,5/19/2023,00:00.0,45:00.0,5/20/2023
11546923,0001-01-01,00:00.0,00:00.0,0001-01-01
11547308,7/16/2023,30:00.0,15:00.0,7/18/2023
11548620,2/3/2022,15:00.0,45:00.0,2/3/2022
11550868,0001-01-01,00:00.0,00:00.0,0001-01-01
11551206,8/29/2022,30:00.0,00:00.0,8/31/2022
11553222,9/11/2024,30:00.0,15:00.0,9/12/2024
11554281,6/17/2022,00:00.0,30:00.0,6/19/2022
11555403,0001-01-01,00:00.0,00:00.0,0001-01-01
11558972,10/14/2023,45:00.0,00:00.0,0001-01-01
11562947,0001-01-01,00:00.0,00:00.0,0001-01-01
11565505,4/18/2022,15:00.0,00:00.0,4/20/2022
11566712,8/31/2022,00:00.0,00:00.0,8/31/2022
11568110,9/24/2023,15:00.0,00:00.0,9/24/2023
11568566,5/30/2022,30:00.0,45:00.0,5/31/2022
11570055,0001-01-01,00:00.0,00:00.0,0001-01-01
11576195,10/29/2023,00:00.0,00:00.0,0001-01-01
11577154,5/8/2023,45:00.0,00:00.0,0001-01-01
11586450,3/17/2022,00:00.0,00:00.0,3/19/2022
11586540,11/13/2022,00:00.0,45:00.0,11/14/2022
11588786,0001-01-01,00:00.0,00:00.0,0001-01-01
11590407,0001-01-01,00:00.0,00:00.0,0001-01-01
11590610,0001-01-01,00:00.0,00:00.0,0001-01-01
11598853,4/15/2023,15:00.0,00:00.0,4/15/2023
11599809,10/2/2023,45:00.0,00:00.0,0001-01-01
11602218,3/9/2024,00:00.0,45:00.0,3/11/2024
11603337,0001-01-01,00:00.0,00:00.0,0001-01-01
11604596,4/13/2023,45:00.0,00:00.0,0001-01-01
11605433,0001-01-01,00:00.0,00:00.0,0001-01-01
11608040,5/9/2023,15:00.0,45:00.0,5/10/2023
11608113,9/16/2022,30:00.0,15:00.0,9/16/2022
11610470,6/14/2023,15:00.0,00:00.0,0001-01-01
11613933,4/26/2023,45:00.0,00:00.0,0001-01-01
11614843,7/28/2022,00:00.0,30:00.0,7/29/2022
11623978,3/3/2022,30:00.0,30:00.0,3/3/2022
11624514,1/28/2024,30:00.0,00:00.0,1/28/2024
11626011,7/1/2022,45:00.0,30:00.0,7/1/2022
11626331,1/9/2022,15:00.0,45:00.0,1/11/2022
11632815,1/9/2022,45:00.0,15:00.0,1/10/2022
11636220,10/27/2022,30:00.0,45:00.0,10/28/2022
11638498,8/25/2023,45:00.0,00:00.0,8/27/2023
11638822,0001-01-01,00:00.0,00:00.0,0001-01-01
11640743,8/16/2024,15:00.0,15:00.0,8/17/2024
11642473,12/31/2023,45:00.0,00:00.0,1/1/2024
11649345,6/12/2024,00:00.0,45:00.0,6/14/2024
11655312,0001-01-01,00:00.0,00:00.0,0001-01-01
11655896,1/9/2022,15:00.0,45:00.0,1/11/2022
11657584,0001-01-01,00:00.0,00:00.0,0001-01-01
11658569,5/4/2023,15:00.0,15:00.0,5/4/2023
11658959,3/20/2023,45:00.0,00:00.0,0001-01-01
11658976,10/27/2022,00:00.0,30:00.0,10/29/2022
11660253,3/29/2022,30:00.0,30:00.0,3/30/2022
11660977,0001-01-01,00:00.0,00:00.0,0001-01-01
11668434,6/5/2023,30:00.0,00:00.0,0001-01-01
11671120,5/29/2023,30:00.0,00:00.0,0001-01-01
11671285,7/5/2022,15:00.0,00:00.0,7/5/2022
11672794,6/22/2023,30:00.0,00:00.0,0001-01-01
11677049,2/14/2022,00:00.0,00:00.0,2/16/2022
11680636,1/1/2023,15:00.0,45:00.0,1/2/2023
11684313,3/16/2024,45:00.0,00:00.0,0001-01-01
11686257,2/26/2023,15:00.0,30:00.0,2/28/2023
11688036,4/29/2023,00:00.0,15:00.0,4/30/2023
11690927,4/21/2023,30:00.0,15:00.0,4/21/2023
11691339,8/1/2023,45:00.0,45:00.0,8/2/2023
11691403,11/12/2022,00:00.0,30:00.0,11/13/2022
11692090,5/4/2023,30:00.0,00:00.0,5/4/2023
11693222,4/11/2022,45:00.0,15:00.0,4/11/2022
11693235,4/14/2023,00:00.0,00:00.0,0001-01-01
11695409,10/31/2023,30:00.0,30:00.0,10/31/2023
11698142,9/27/2023,15:00.0,00:00.0,0001-01-01
11704594,12/18/2022,45:00.0,15:00.0,12/18/2022
11704822,11/14/2023,45:00.0,45:00.0,11/16/2023
11707969,4/29/2022,15:00.0,15:00.0,5/1/2022
11708958,0001-01-01,00:00.0,00:00.0,0001-01-01
11709239,1/11/2022,00:00.0,30:00.0,1/12/2022
11711830,0001-01-01,00:00.0,00:00.0,0001-01-01
11722586,5/11/2023,30:00.0,00:00.0,0001-01-01
11724474,1/8/2024,15:00.0,00:00.0,0001-01-01
11726506,0001-01-01,00:00.0,00:00.0,0001-01-01
11726698,8/2/2022,30:00.0,30:00.0,8/3/2022
11734913,6/21/2023,30:00.0,00:00.0,6/22/2023
11739404,11/14/2023,15:00.0,00:00.0,0001-01-01
11739658,9/10/2023,15:00.0,00:00.0,0001-01-01
11740164,6/28/2023,00:00.0,00:00.0,0001-01-01
11744307,0001-01-01,00:00.0,00:00.0,0001-01-01
11747962,0001-01-01,00:00.0,00:00.0,0001-01-01
11748667,8/16/2023,45:00.0,45:00.0,8/18/2023
11750455,9/4/2024,45:00.0,00:00.0,9/6/2024
11756387,9/4/2022,15:00.0,45:00.0,9/5/2022
11757368,3/31/2023,15:00.0,30:00.0,4/2/2023
11759795,9/4/2023,45:00.0,45:00.0,9/5/2023
11763747,1/13/2022,00:00.0,00:00.0,1/13/2022
11768180,1/28/2023,45:00.0,00:00.0,1/30/2023
11770277,8/20/2022,00:00.0,45:00.0,8/20/2022
11771411,0001-01-01,00:00.0,00:00.0,0001-01-01
11772524,0001-01-01,00:00.0,00:00.0,0001-01-01
11777886,7/1/2022,15:00.0,30:00.0,7/1/2022
11781029,3/26/2022,30:00.0,15:00.0,3/26/2022
11787930,3/27/2023,00:00.0,30:00.0,3/29/2023
11790375,10/25/2023,30:00.0,15:00.0,10/26/2023
11797843,2/18/2024,45:00.0,30:00.0,2/18/2024
11804521,5/13/2022,15:00.0,15:00.0,5/13/2022
11806399,0001-01-01,00:00.0,00:00.0,0001-01-01
11812899,4/15/2022,00:00.0,15:00.0,4/16/2022
11813062,2/3/2024,30:00.0,15:00.0,2/5/2024
11814693,5/5/2023,00:00.0,00:00.0,0001-01-01
11818145,4/20/2022,45:00.0,30:00.0,4/22/2022
11818926,0001-01-01,00:00.0,00:00.0,0001-01-01
11819267,5/11/2023,45:00.0,45:00.0,5/11/2023
11826832,6/22/2023,00:00.0,45:00.0,6/22/2023
11830849,10/19/2022,45:00.0,15:00.0,10/20/2022
11832614,0001-01-01,00:00.0,00:00.0,0001-01-01
11833987,1/27/2024,15:00.0,15:00.0,1/27/2024
11844000,12/2/2024,15:00.0,30:00.0,12/2/2024
11847858,12/17/2023,30:00.0,45:00.0,12/19/2023
11849485,9/29/2022,45:00.0,30:00.0,9/29/2022
11851318,2/7/2022,15:00.0,30:00.0,2/9/2022
11851322,5/13/2022,30:00.0,30:00.0,5/14/2022
11851426,0001-01-01,00:00.0,00:00.0,0001-01-01
11864258,9/23/2023,30:00.0,30:00.0,9/23/2023
11865661,12/16/2023,00:00.0,30:00.0,12/18/2023
11865954,0001-01-01,00:00.0,00:00.0,0001-01-01
11867186,8/2/2022,45:00.0,15:00.0,8/4/2022
11868130,0001-01-01,00:00.0,00:00.0,0001-01-01
11868577,11/20/2023,30:00.0,15:00.0,11/22/2023
11868922,4/24/2023,30:00.0,00:00.0,4/24/2023
11868942,0001-01-01,00:00.0,00:00.0,0001-01-01
11872359,9/6/2022,00:00.0,30:00.0,9/8/2022
11877542,0001-01-01,00:00.0,00:00.0,0001-01-01
11877988,2/13/2024,45:00.0,45:00.0,2/13/2024
11880272,5/6/2022,15:00.0,15:00.0,5/7/2022
11883615,8/15/2023,15:00.0,15:00.0,8/15/2023
11883835,8/1/2022,00:00.0,45:00.0,8/2/2022
11885603,2/11/2022,45:00.0,30:00.0,2/12/2022
11887210,6/29/2023,45:00.0,00:00.0,0001-01-01
11888722,1/12/2022,45:00.0,00:00.0,1/14/2022
11894470,12/10/2022,00:00.0,30:00.0,12/10/2022
11894564,11/1/2022,45:00.0,15:00.0,11/2/2022
11896401,2/13/2024,45:00.0,45:00.0,2/14/2024
11900620,2/5/2023,45:00.0,00:00.0,2/6/2023
11904117,2/25/2022,45:00.0,00:00.0,2/26/2022
11906295,0001-01-01,00:00.0,00:00.0,0001-01-01
11906662,8/27/2022,45:00.0,30:00.0,8/27/2022
11907415,0001-01-01,00:00.0,00:00.0,0001-01-01
11913327,4/5/2022,30:00.0,45:00.0,4/6/2022
11914354,7/31/2024,15:00.0,15:00.0,7/31/2024
11914580,10/10/2023,00:00.0,15:00.0,10/10/2023
11916830,2/2/2023,45:00.0,45:00.0,2/2/2023
11919114,2/4/2024,00:00.0,45:00.0,2/5/2024
11922230,6/10/2022,45:00.0,00:00.0,6/10/2022
11925224,0001-01-01,00:00.0,00:00.0,0001-01-01
11925543,12/24/2023,30:00.0,00:00.0,0001-01-01
11926705,1/9/2022,00:00.0,00:00.0,1/9/2022
11928065,12/20/2023,00:00.0,30:00.0,12/21/2023
11931219,11/22/2023,30:00.0,15:00.0,11/23/2023
11932801,1/19/2022,45:00.0,00:00.0,1/19/2022
11934573,7/19/2022,45:00.0,15:00.0,7/20/2022
11943334,8/4/2022,00:00.0,45:00.0,8/4/2022
11946674,2/13/2022,15:00.0,00:00.0,2/15/2022
11950793,11/11/2023,00:00.0,45:00.0,11/12/2023
11951278,1/11/2022,00:00.0,30:00.0,1/11/2022
11951931,12/19/2023,45:00.0,15:00.0,12/21/2023
11955403,6/10/2022,45:00.0,15:00.0,6/11/2022
11957010,9/13/2022,30:00.0,00:00.0,9/14/2022
11967696,0001-01-01,00:00.0,00:00.0,0001-01-01
11973784,10/2/2022,30:00.0,45:00.0,10/3/2022
11976405,4/29/2023,00:00.0,00:00.0,0001-01-01
11977091,0001-01-01,00:00.0,00:00.0,0001-01-01
11977425,4/15/2022,00:00.0,45:00.0,4/16/2022
11978608,11/27/2023,15:00.0,30:00.0,11/27/2023
11978622,0001-01-01,00:00.0,00:00.0,0001-01-01
11980544,9/12/2024,00:00.0,45:00.0,9/13/2024
11982755,0001-01-01,00:00.0,00:00.0,0001-01-01
11983161,0001-01-01,00:00.0,00:00.0,0001-01-01
11984025,11/2/2023,30:00.0,45:00.0,11/2/2023
11990737,4/27/2022,30:00.0,45:00.0,4/28/2022
11994429,2/20/2024,30:00.0,00:00.0,2/22/2024
11996959,0001-01-01,00:00.0,00:00.0,0001-01-01
11999650,0001-01-01,00:00.0,00:00.0,0001-01-01
12004468,8/31/2023,45:00.0,15:00.0,9/1/2023
12006059,11/4/2022,45:00.0,00:00.0,11/6/2022
12006626,8/31/2022,30:00.0,30:00.0,9/2/2022
12009221,8/25/2023,15:00.0,45:00.0,8/25/2023
12012537,12/6/2023,30:00.0,00:00.0,0001-01-01
12015074,6/15/2023,45:00.0,00:00.0,0001-01-01
12015179,0001-01-01,00:00.0,00:00.0,0001-01-01
12015401,5/15/2022,45:00.0,00:00.0,5/16/2022
12023319,0001-01-01,00:00.0,00:00.0,0001-01-01
12023451,3/4/2024,30:00.0,45:00.0,3/6/2024
12025963,12/21/2023,45:00.0,00:00.0,0001-01-01
12027554,4/24/2022,45:00.0,15:00.0,4/26/2022
12028417,11/6/2023,00:00.0,00:00.0,0001-01-01
12030782,12/22/2022,00:00.0,00:00.0,12/24/2022
12037109,11/13/2023,00:00.0,00:00.0,11/15/2023
12041187,11/28/2022,00:00.0,15:00.0,11/30/2022
12042369,0001-01-01,00:00.0,00:00.0,0001-01-01
12043499,10/2/2024,15:00.0,30:00.0,10/4/2024
12044584,10/16/2023,15:00.0,30:00.0,10/17/2023
12047721,0001-01-01,00:00.0,00:00.0,0001-01-01
12058055,2/22/2024,15:00.0,45:00.0,2/24/2024
12061822,1/6/2023,00:00.0,30:00.0,1/7/2023
12066517,6/25/2024,15:00.0,00:00.0,0001-01-01
12068302,3/22/2024,15:00.0,00:00.0,0001-01-01
12069306,9/11/2022,45:00.0,45:00.0,9/12/2022
12070527,9/17/2023,45:00.0,15:00.0,9/17/2023
12074873,9/9/2022,15:00.0,30:00.0,9/11/2022
12076385,5/21/2023,00:00.0,00:00.0,0001-01-01
12079760,7/22/2022,45:00.0,30:00.0,7/22/2022
12082019,4/28/2022,00:00.0,00:00.0,4/29/2022
12082372,7/24/2023,15:00.0,45:00.0,7/25/2023
12084410,1/3/2024,00:00.0,00:00.0,0001-01-01
12087152,0001-01-01,00:00.0,00:00.0,0001-01-01
12087889,7/3/2022,30:00.0,30:00.0,7/4/2022
12089250,4/27/2023,30:00.0,15:00.0,4/29/2023
12089715,9/22/2023,45:00.0,00:00.0,9/23/2023
12090511,0001-01-01,00:00.0,00:00.0,0001-01-01
12093223,6/29/2023,45:00.0,15:00.0,6/29/2023
12093972,10/1/2023,15:00.0,45:00.0,10/3/2023
12095132,7/8/2022,45:00.0,00:00.0,7/9/2022
12095630,8/19/2022,00:00.0,00:00.0,8/19/2022
12098146,10/29/2022,00:00.0,30:00.0,10/29/2022
12099364,4/11/2023,15:00.0,00:00.0,0001-01-01
12101593,12/29/2022,15:00.0,45:00.0,12/30/2022
12103778,4/30/2023,15:00.0,30:00.0,5/1/2023
12107174,0001-01-01,00:00.0,00:00.0,0001-01-01
12109093,2/10/2023,00:00.0,30:00.0,2/12/2023
12111482,2/9/2024,45:00.0,30:00.0,2/9/2024
12112648,3/24/2023,30:00.0,00:00.0,0001-01-01
12116951,6/24/2023,30:00.0,00:00.0,6/25/2023
12117054,4/7/2023,15:00.0,00:00.0,4/7/2023
12118101,3/28/2022,45:00.0,45:00.0,3/28/2022
12122589,6/29/2022,15:00.0,30:00.0,6/30/2022
12130654,1/7/2022,00:00.0,15:00.0,1/9/2022
12132081,8/10/2022,00:00.0,45:00.0,8/11/2022
12133134,6/10/2023,30:00.0,30:00.0,6/12/2023
12135165,1/19/2022,30:00.0,15:00.0,1/19/2022
12138110,11/19/2022,00:00.0,45:00.0,11/20/2022
12141490,4/21/2024,00:00.0,45:00.0,4/22/2024
12152239,10/2/2023,15:00.0,00:00.0,0001-01-01
12152643,1/2/2022,00:00.0,30:00.0,1/4/2022
12153059,11/25/2022,15:00.0,00:00.0,11/26/2022
12157512,0001-01-01,00:00.0,00:00.0,0001-01-01
12161556,6/20/2024,15:00.0,30:00.0,6/20/2024
12165862,5/6/2023,15:00.0,15:00.0,5/6/2023
12167007,7/16/2023,30:00.0,15:00.0,7/17/2023
12167465,0001-01-01,00:00.0,00:00.0,0001-01-01
12167821,0001-01-01,00:00.0,00:00.0,0001-01-01
12173155,0001-01-01,00:00.0,00:00.0,0001-01-01
12174497,3/10/2023,30:00.0,15:00.0,3/11/2023
12177011,12/26/2023,00:00.0,00:00.0,12/26/2023
12177526,6/5/2022,15:00.0,15:00.0,6/5/2022
12177558,3/31/2022,00:00.0,15:00.0,4/2/2022
12179926,11/16/2022,15:00.0,00:00.0,11/17/2022
12179995,12/27/2022,30:00.0,00:00.0,12/27/2022
12182045,2/11/2024,15:00.0,30:00.0,2/11/2024
12183498,3/21/2023,15:00.0,00:00.0,0001-01-01
12184565,0001-01-01,00:00.0,00:00.0,0001-01-01
12184722,7/28/2022,30:00.0,00:00.0,7/29/2022
12185096,5/7/2022,45:00.0,30:00.0,5/7/2022
12185246,12/20/2022,45:00.0,45:00.0,12/22/2022
12185553,7/18/2022,30:00.0,15:00.0,7/18/2022
12193574,3/19/2023,30:00.0,00:00.0,0001-01-01
12193862,1/4/2022,30:00.0,15:00.0,1/5/2022
12195127,11/28/2022,45:00.0,15:00.0,11/28/2022
12198248,10/15/2023,15:00.0,15:00.0,10/15/2023
12199743,7/31/2022,00:00.0,00:00.0,7/31/2022
12201166,3/8/2022,00:00.0,30:00.0,3/10/2022
12203339,2/3/2022,15:00.0,15:00.0,2/3/2022
12203348,3/23/2022,15:00.0,30:00.0,3/24/2022
12205915,4/11/2022,30:00.0,00:00.0,4/12/2022
12207378,10/24/2023,15:00.0,15:00.0,10/25/2023
12211715,12/6/2023,00:00.0,00:00.0,0001-01-01
12213683,3/24/2023,30:00.0,00:00.0,0001-01-01
12216730,0001-01-01,00:00.0,00:00.0,0001-01-01
12218404,0001-01-01,00:00.0,00:00.0,0001-01-01
12222002,0001-01-01,00:00.0,00:00.0,0001-01-01
12224447,1/13/2023,15:00.0,00:00.0,1/15/2023
12233227,7/17/2023,15:00.0,30:00.0,7/19/2023
12234176,2/21/2023,00:00.0,15:00.0,2/22/2023
12234813,2/8/2022,30:00.0,15:00.0,2/8/2022
12235323,10/5/2023,30:00.0,30:00.0,10/5/2023
12235835,3/5/2023,15:00.0,15:00.0,3/6/2023
12236153,0001-01-01,00:00.0,00:00.0,0001-01-01
12238258,8/30/2023,00:00.0,00:00.0,0001-01-01
12239692,6/1/2023,15:00.0,00:00.0,0001-01-01
12240013,11/8/2022,45:00.0,15:00.0,11/9/2022
12241787,3/20/2022,15:00.0,00:00.0,3/20/2022
12247218,1/14/2024,00:00.0,15:00.0,1/14/2024
12250909,5/29/2022,00:00.0,30:00.0,5/29/2022
12251618,0001-01-01,00:00.0,00:00.0,0001-01-01
12262531,2/26/2022,45:00.0,00:00.0,2/26/2022
12262929,11/3/2022,45:00.0,15:00.0,11/4/2022
12262950,7/23/2024,00:00.0,00:00.0,7/24/2024
12263579,9/18/2022,00:00.0,30:00.0,9/18/2022
12264579,5/26/2022,00:00.0,15:00.0,5/26/2022
12267067,0001-01-01,00:00.0,00:00.0,0001-01-01
12267498,5/24/2023,15:00.0,45:00.0,5/26/2023
12268507,7/16/2022,15:00.0,15:00.0,7/16/2022
12271149,9/3/2023,45:00.0,00:00.0,0001-01-01
12276349,2/13/2022,45:00.0,30:00.0,2/15/2022
12276520,9/9/2023,00:00.0,00:00.0,0001-01-01
12280944,2/22/2023,30:00.0,15:00.0,2/22/2023
12285274,12/1/2024,00:00.0,15:00.0,12/1/2024
12285307,4/22/2023,45:00.0,15:00.0,4/23/2023
12293149,8/2/2022,30:00.0,30:00.0,8/2/2022
12293584,9/17/2024,30:00.0,00:00.0,9/18/2024
12296163,11/4/2022,45:00.0,45:00.0,11/4/2022
12297122,7/17/2023,45:00.0,30:00.0,7/19/2023
12297985,0001-01-01,00:00.0,00:00.0,0001-01-01
12300840,1/10/2022,45:00.0,15:00.0,1/10/2022
12305350,6/24/2024,45:00.0,00:00.0,0001-01-01
12306550,10/20/2022,00:00.0,00:00.0,10/22/2022
