Product,Year,Month,Supplying_Plant_Code,Channel,Sales_Office_ID,Invoice_No,Invoice_Date,Ship_to_Code_City,OBD_No,QTY,Sales_Value
BakePro O3000,2024,9/1/2024,350,MT,102,1060293,9/27/2024,Tabala,86459518,46,2766762
CleanAir-C100,2022,3/1/2022,189,MT,110,1060401,5/11/2022,Banswara,16867378,16,1492464
FreshFreeze R2800,2023,10/1/2023,242,E-com,111,1060457,10/3/2023,Wayanad,91335378,19,1500221
BakePro O3000,2022,9/1/2022,833,Normal Trade,119,1060841,9/17/2022,Sindhudurg,21041966,49,2947203
FreshCool R2000,2022,12/1/2022,765,MT,103,1061494,12/8/2022,Mukstar,27596470,53,9005495
TurboConvection O9,2022,3/1/2022,189,MT,110,1061967,5/26/2022,Jhalawar,77224325,64,5312896
PowerMix,2022,6/1/2022,303,MT,124,1062138,6/26/2022,Telangana,79173535,31,3479099
PowerMix,2022,11/1/2022,323,Normal Trade,117,1062242,11/17/2022,Beed,91103559,7,785603
CoolBox R1000,2023,3/1/2023,765,MT,103,1062440,5/13/2023,Rajpura,86630175,77,5925458
CoolBox R1000,2023,12/1/2023,765,Normal Trade,103,1062560,12/11/2023,Rajpura,64582718,22,1692988
FreshBreeze-300,2024,1/1/2024,189,MT,110,1062609,1/12/2024,Jodhour,70301444,12,1467576
WM-TL10,2022,11/1/2022,323,Normal Trade,117,1062845,11/25/2022,Ahmednagar,56638324,32,2486880
TurboConvection O9,2022,3/1/2022,303,MT,124,1063416,3/11/2022,Penamaluvu,92902136,13,1079182
TopCool R1000,2024,9/1/2024,754,MT,100,1063431,9/16/2024,Vapi,22118106,47,3689970
TurboConvection O9,2024,4/1/2024,303,E-com,124,1063764,4/25/2024,Tadpatri,55433146,26,2158364
BakePro O3000,2023,4/1/2023,189,MT,110,1064014,4/5/2023,Jhalawar,67392300,7,421029
WM-101SA,2022,2/1/2022,754,MT,122,1064068,2/12/2022,Tharad,70864315,64,7268160
PowerMix,2022,12/1/2022,754,E-com,100,1064443,12/22/2022,Silvassa,68112164,8,897832
UltraCool R8000,2024,3/1/2024,754,Normal Trade,100,1064545,3/6/2024,Gundasara,84255393,72,4720608
FreshFreeze R2800,2022,10/1/2022,350,E-com,102,1064680,10/26/2022,Khurda,47058337,8,631672
WM-200D,2024,12/1/2024,189,Normal Trade,110,1065370,12/16/2024,Sikar,NULL,69,5838573
WM-101SA,2023,4/1/2023,765,Normal Trade,103,1065512,4/18/2023,Mandi,43889772,47,5337555
WM-200D,2023,10/1/2023,854,MT,115,1065843,10/24/2023,Bilaspur,27598115,27,2284659
CoolBox R1000,2024,3/1/2024,833,MT,119,1066712,5/5/2024,Mahad,72304636,23,1769942
FreshBreeze-300,2024,11/1/2024,242,Normal Trade,105,1066832,11/20/2024,Mundupalam,NULL,35,4280430
TurboConvection O9,2023,1/1/2023,818,MT,109,1067267,1/19/2023,Rewa,24338304,65,5395910
TopCool R1000,2022,3/1/2022,125,E-com,101,1067378,5/3/2022,Mundgod,41182133,32,2512320
TurboConvection O9,2023,6/1/2023,854,Normal Trade,115,1067788,6/4/2023,Hapur,44187558,65,5395910
PowerMix,2022,3/1/2022,195,E-com,116,1068135,5/21/2022,Sreerampore,66049898,48,5386992
LuxFridge R5000,2023,2/1/2023,323,Normal Trade,117,1068231,2/13/2023,Miraj,22806896,17,1405356
TopCool R1000,2022,6/1/2022,833,E-com,119,1068330,6/1/2022,Dahanu,73117761,59,4632090
TopCool R1000,2024,8/1/2024,130,Normal Trade,114,1068514,8/13/2024,Kamptee,19829329,1,78510
TurboConvection O9,2023,8/1/2023,754,E-com,122,1068736,8/15/2023,Jam nagar,85632893,47,3901658
FreshFreeze R2800,2022,9/1/2022,303,MT,123,1069188,9/8/2022,Malkajgiri,15380586,45,3553155
TopCool R1000,2023,12/1/2023,754,Normal Trade,122,1069218,12/9/2023,Ahmedabad,80600592,17,1334670
CleanAir-C100,2024,3/1/2024,833,E-com,119,1069254,5/30/2024,Tarapur,22458399,16,1492464
WM-200D,2024,8/1/2024,132,MT,112,1069357,8/8/2024,Farukhabad,82736681,33,2792361
FreshCool R2000,2022,10/1/2022,754,Normal Trade,100,1069707,10/14/2022,Sabarkantha,61954740,33,5607195
FreshCool R2000,2022,9/1/2022,328,MT,104,1069752,9/8/2022,Trichy,65640853,45,7646175
LuxFridge R5000,2022,8/1/2022,130,Normal Trade,114,1070088,8/9/2022,Parbhani,32271229,20,1653360
PowerMix,2023,3/1/2023,858,MT,107,1070138,5/11/2023,Khanapara guwahati,11722586,8,897832
BakePro O3000,2022,1/1/2022,242,E-com,105,1070189,1/11/2022,Muvattupuzha digi,25728855,51,3067497
UltraCool R8000,2022,6/1/2022,350,Normal Trade,102,1070318,7/25/2022,Ganjam,42174333,12,786768
WM-101SA,2023,6/1/2023,338,Normal Trade,118,1070404,6/27/2023,Dongargarh,43766839,34,3861210
CoolBox R1000,2022,12/1/2022,323,E-com,117,1070707,12/27/2022,Panajigoa,83369582,26,2000804
WM-101SA,2023,10/1/2023,765,Normal Trade,113,1070897,10/20/2023,Ghaziabad,99175645,48,5451120
UltraCool R8000,2024,1/1/2024,854,Normal Trade,115,1071380,1/2/2024,Kosli,53529740,49,3212636
CoolBox R1000,2023,10/1/2023,658,Normal Trade,108,1071662,10/29/2023,Tirupati,25508411,79,6079366
WM-101SA,2023,12/1/2023,130,MT,114,1072278,12/4/2023,Bhandara,31685822,70,7949550
CoolBox R1000,2022,12/1/2022,658,MT,108,1072374,12/11/2022,Medchal dist,21432003,27,2077758
TopCool R1000,2023,11/1/2023,818,E-com,109,1072627,11/26/2023,Chhatarpur,23245372,71,5574210
UltraCool R8000,2023,12/1/2023,338,E-com,118,1073195,12/28/2023,Gondia,90996246,44,2884816
TopCool R1000,2023,11/1/2023,303,MT,124,1073332,11/27/2023,Kondapur,44449650,28,2198280
WM-TL10,2024,4/1/2024,765,Normal Trade,103,1073535,4/7/2024, faridkot,16410920,39,3030885
PowerMix,2022,3/1/2022,242,E-com,111,1073561,3/6/2022,Ernakulam,92919916,16,1795664
FreshFreeze R2800,2022,3/1/2022,328,MT,104,1074068,5/30/2022,Martandam,73340533,16,1263344
FreshCool R2000,2023,6/1/2023,242,E-com,111,1074138,7/13/2023,Kalamassery,18925280,45,7646175
WM-200D,2022,6/1/2022,242,E-com,105,1074344,6/13/2022,Thrippunithura,96988443,3,253851
WM-200D,2024,3/1/2024,859,E-com,120,1074498,5/11/2024,Pen,97080257,26,2200042
TurboConvection O9,2023,8/1/2023,818,Normal Trade,109,1074522,8/24/2023,Singrauli,47680474,14,1162196
WM-101SA,2024,3/1/2024,323,MT,117,1074659,5/21/2024,Mumbai,38829445,74,8403810
UltraCool R8000,2022,10/1/2022,854,E-com,115,1074808,10/5/2022,Rewari,48790592,36,2360304
LuxFridge R5000,2024,2/1/2024,130,E-com,114,1074924,2/20/2024,Raigarh,68655511,59,4877412
PowerMix,2024,11/1/2024,854,MT,115,1075100,11/17/2024,Gohana,NULL,80,8978320
BakePro O3000,2022,3/1/2022,833,Normal Trade,119,1075409,5/2/2022,Mandwa,89274842,26,1563822
PowerMix,2024,6/1/2024,854,Normal Trade,115,1075988,7/28/2024,Pilkhuwa,80201375,59,6621511
BakePro O3000,2024,10/1/2024,189,MT,110,1076004,10/7/2024,Bharatpur,NULL,76,4571172
WM-101SA,2022,9/1/2022,125,Normal Trade,101,1076007,9/14/2022,Bangalore,46094533,37,4201905
CoolBox R1000,2024,10/1/2024,328,MT,104,1076032,10/25/2024,Tiruchirappalli,74329441,30,2308620
TopCool R1000,2022,10/1/2022,303,E-com,123,1076788,10/15/2022,West godavari,54336694,50,3925500
FreshCool R2000,2022,9/1/2022,754,Normal Trade,100,1077055,9/14/2022,Valsad district,84653864,48,8155920
WM-200D,2024,8/1/2024,350,Normal Trade,102,1077214,8/16/2024,Koenjhar,88683611,42,3553914
WM-200D,2022,6/1/2022,338,Normal Trade,118,1077233,6/19/2022,Gondia,74943516,53,4484701
FreshBreeze-300,2022,12/1/2022,303,Normal Trade,124,1077963,12/14/2022,Tanuku,71977968,45,5503410
WM-101SA,2024,10/1/2024,765,E-com,103,1078038,10/11/2024,Hamirpur,NULL,19,2157735
TopCool R1000,2024,3/1/2024,754,E-com,100,1078067,5/14/2024,Himatnagar,55771765,11,863610
WM-101SA,2024,3/1/2024,792,E-com,106,1078278,3/27/2024,Aquem,16531664,19,2157735
FreshBreeze-300,2024,3/1/2024,350,E-com,102,1078617,3/11/2024,Berhamput,56052172,15,1834470
CoolBox R1000,2024,9/1/2024,818,MT,109,1079387,9/26/2024,Khandwa,17584120,40,3078160
PowerMix,2024,3/1/2024,858,Normal Trade,107,1079503,3/10/2024,Duliajan,42264248,66,7407114
CoolBox R1000,2023,6/1/2023,754,MT,122,1079967,7/18/2023,Surendranagar district,91821686,52,4001608
WM-101SA,2023,8/1/2023,130,MT,114,1080160,8/19/2023,Akola,17933587,43,4883295
CleanAir-C100,2024,2/1/2024,125,Normal Trade,101,1080315,2/19/2024,Gadag,42438964,81,7555599
WM-101SA,2023,3/1/2023,338,MT,118,1080691,3/8/2023,Akola,39063675,7,794955
FreshFreeze R2800,2024,3/1/2024,765,MT,113,1080858,3/10/2024,Ropar,31992216,35,2763565
WM-TL10,2022,3/1/2022,754,MT,100,1081021,3/31/2022,Banaskantha,10450795,57,4429755
FreshCool R2000,2024,10/1/2024,328,E-com,104,1081048,10/10/2024,Namakkal,22534354,59,10024985
BakePro O3000,2024,3/1/2024,658,MT,108,1081065,3/7/2024,Chengannur,52038976,2,120294
LuxFridge R5000,2024,8/1/2024,242,E-com,121,1081531,8/19/2024,Cheruthazham kannur,13605615,11,909348
FreshFreeze R2800,2022,12/1/2022,765,Normal Trade,113,1081630,12/11/2022,Bilaspur,50251543,35,2763565
CoolBox R1000,2022,9/1/2022,833,MT,119,1081768,9/2/2022,Malad,85842079,17,1308218
FreshFreeze R2800,2024,11/1/2024,658,E-com,108,1082110,11/8/2024,Kakinada,NULL,9,710631
CoolBox R1000,2022,4/1/2022,792,E-com,106,1082123,4/14/2022,Pune,93828732,13,1000402
PowerMix,2024,3/1/2024,765,MT,103,1082450,5/30/2024,Ferozepur,35777348,20,2244580
PowerMix,2023,12/1/2023,328,MT,104,1082541,12/10/2023,Nungambakkam,49552275,40,4489160
TurboConvection O9,2024,8/1/2024,350,MT,102,1082850,8/4/2024,Dhanbad,29289811,25,2075350
FreshCool R2000,2022,9/1/2022,350,E-com,102,1082902,9/29/2022,Sreerampore,17045220,69,11724135
WM-101SA,2022,8/1/2022,130,E-com,114,1083118,8/11/2022,Aurangabad,63179088,19,2157735
UltraCool R8000,2022,1/1/2022,125,E-com,101,1083198,1/10/2022,Bagalkot,80841442,8,524512
PowerMix,2022,8/1/2022,338,MT,118,1083319,8/28/2022,Akola,87099024,55,6172595
BakePro O3000,2022,8/1/2022,242,E-com,111,1083492,8/15/2022,Nandavanam trivandrum,33254918,25,1503675
CleanAir-C100,2022,8/1/2022,792,E-com,106,1083863,8/27/2022,Sanata cruz,57115103,57,5316903
TopCool R1000,2023,12/1/2023,132,MT,112,1084021,12/16/2023,Ghaziabad,19662262,31,2433810
PowerMix,2022,1/1/2022,132,MT,112,1084130,1/5/2022,Shahjahanpur,31258513,19,2132351
WM-101SA,2023,10/1/2023,195,Normal Trade,116,1084742,10/3/2023,Bhagalpur,64651149,6,681390
BakePro O3000,2024,6/1/2024,792,E-com,106,1084840,6/26/2024,Siolim,17839760,69,4150143
WM-101SA,2022,6/1/2022,818,Normal Trade,109,1085187,7/9/2022,Katni,66072388,71,8063115
BakePro O3000,2022,3/1/2022,130,E-com,114,1085209,5/21/2022,Kamptee,55939770,13,781911
FreshCool R2000,2022,1/1/2022,765,E-com,103,1085400,1/9/2022,Kalanaur,67756952,24,4077960
CleanAir-C100,2023,10/1/2023,765,MT,103,1085715,10/22/2023,Hoshiarpur,79942603,51,4757229
FreshCool R2000,2024,3/1/2024,189,MT,110,1086205,5/25/2024,Suratgarh,73140855,36,6116940
BakePro O3000,2022,11/1/2022,854,E-com,115,1086576,11/26/2022,Fatehpur Sikri,83837157,26,1563822
UltraCool R8000,2023,6/1/2023,792,MT,106,1086666,7/16/2023,Pune,20097910,14,917896
WM-200D,2024,2/1/2024,242,E-com,121,1086930,2/14/2024,Cochin,83867070,31,2623127
BakePro O3000,2023,12/1/2023,818,Normal Trade,109,1087161,12/24/2023,Gwalior,51374957,39,2345733
FreshBreeze-300,2024,6/1/2024,242,Normal Trade,105,1087311,7/26/2024,Vijayawada,87546952,83,10150734
WM-101SA,2024,3/1/2024,859,E-com,120,1087466,5/30/2024,Ghatkopar,70820382,59,6700335
FreshCool R2000,2023,12/1/2023,242,MT,121,1087850,12/23/2023,Edappally,58259460,53,9005495
FreshFreeze R2800,2024,8/1/2024,303,E-com,124,1088005,8/15/2024,West godavari,52012203,11,868549
TopCool R1000,2024,12/1/2024,854,MT,115,1088100,12/23/2024,Etmadpur,NULL,27,2119770
TurboConvection O9,2024,12/1/2024,350,E-com,102,1088692,12/30/2024,Nayagarh,NULL,29,2407406
WM-101SA,2023,6/1/2023,765,MT,113,1088762,7/20/2023,Bathinda,22225702,42,4769730
WM-TL10,2023,4/1/2023,818,E-com,109,1088872,4/1/2023,Morena,39673013,12,932580
BakePro O3000,2023,4/1/2023,130,E-com,114,1089167,4/28/2023,Umred,48202119,35,2105145
TopCool R1000,2024,2/1/2024,859,E-com,120,1089412,2/21/2024,Ulwe,82468344,41,3218910
FreshCool R2000,2022,1/1/2022,754,MT,122,1089689,1/23/2022,Vapi,65652632,33,5607195
WM-101SA,2024,3/1/2024,242,MT,121,1090089,5/11/2024,Trivandrum killipalam,15926095,80,9085200
FreshCool R2000,2024,11/1/2024,303,MT,123,1090305,11/12/2024,Malkajgiri,56685693,28,4757620
FreshCool R2000,2024,11/1/2024,303,E-com,123,1091254,11/23/2024,Nalgonda,NULL,48,8155920
LuxFridge R5000,2023,6/1/2023,125,E-com,101,1091715,6/23/2023,Mandya,54796872,37,3058716
CoolBox R1000,2024,8/1/2024,765,MT,113,1092950,8/14/2024,Chamba,70359526,11,846494
TopCool R1000,2024,8/1/2024,338,MT,118,1093002,8/2/2024,Bastar,85887403,76,5966760
WM-101SA,2023,4/1/2023,328,MT,104,1093026,4/23/2023,Dindigal,24305904,45,5110425
WM-101SA,2024,6/1/2024,125,Normal Trade,101,1093237,6/8/2024,Hyderabad,16579868,23,2611995
TurboConvection O9,2023,3/1/2023,765,Normal Trade,103,1093283,3/23/2023,Pathankot,85048942,29,2407406
CoolBox R1000,2024,9/1/2024,125,E-com,101,1093582,9/8/2024,Bijapur,69765162,52,4001608
LuxFridge R5000,2024,4/1/2024,754,Normal Trade,122,1093623,4/19/2024,Nadiad,61856982,28,2314704
FreshBreeze-300,2024,4/1/2024,125,E-com,101,1093743,4/14/2024,Tumkur,99656827,63,7704774
CoolBox R1000,2024,11/1/2024,195,E-com,116,1093993,11/14/2024,Purnia,NULL,38,2924252
LuxFridge R5000,2023,4/1/2023,350,E-com,102,1094196,4/6/2023,Rajsunakhala,88676876,43,3554724
TurboConvection O9,2022,6/1/2022,132,E-com,112,1094264,6/11/2022,Auraiya,95524438,74,6143036
BakePro O3000,2022,4/1/2022,792,Normal Trade,106,1094583,4/17/2022,Margao,89234573,73,4390731
UltraCool R8000,2023,3/1/2023,195,MT,116,1095169,5/16/2023,Nalanda,64234848,22,1442408
CleanAir-C100,2024,9/1/2024,303,Normal Trade,124,1095374,9/20/2024,East godavari,34146254,4,373116
CoolBox R1000,2024,6/1/2024,858,E-com,107,1095489,7/13/2024,Cachar,57813595,55,4232470
UltraCool R8000,2022,6/1/2022,754,E-com,100,1095501,6/24/2022,Lucknow,23113963,64,4196096
FreshFreeze R2800,2022,3/1/2022,132,MT,112,1095683,3/5/2022,Delhi,24119550,17,1342303
WM-101SA,2023,6/1/2023,833,E-com,119,1095705,7/15/2023,Pen,82925007,55,6246075
CleanAir-C100,2023,10/1/2023,765,Normal Trade,103,1095992,10/25/2023,Nawanshahr,26200923,61,5690019
WM-101SA,2024,6/1/2024,338,MT,118,1096313,6/7/2024,Bhatapara,65888148,69,7835985
PowerMix,2024,10/1/2024,242,MT,111,1096323,10/1/2024,Gazipur,NULL,2,224458
FreshFreeze R2800,2024,10/1/2024,350,E-com,102,1096478,10/15/2024,Koraput,91602221,29,2289811
WM-TL10,2024,1/1/2024,765,MT,113,1096746,1/21/2024,Panchkula,75359090,14,1088010
PowerMix,2024,4/1/2024,132,Normal Trade,112,1096766,4/7/2024,Basti,13254888,37,4152473
PowerMix,2022,8/1/2022,754,E-com,122,1097082,8/31/2022,Ankleshwar,34146131,69,7743801
TurboConvection O9,2022,3/1/2022,765,MT,103,1097123,3/13/2022,Chandigarh,16278290,44,3652616
FreshCool R2000,2023,2/1/2023,854,MT,115,1097158,2/20/2023,Mandawar,27398395,22,3738130
UltraCool R8000,2022,1/1/2022,765,Normal Trade,103,1097397,1/16/2022,Mansa,54214932,29,1901356
FreshCool R2000,2022,2/1/2022,328,Normal Trade,104,1097535,2/11/2022,Tiruchirapally,65468928,46,7816090
WM-101SA,2023,3/1/2023,242,Normal Trade,121,1097563,5/24/2023,Malappuram,16349546,56,6359640
BakePro O3000,2023,2/1/2023,328,MT,104,1097573,2/15/2023,Kattumannarkoil,47131767,35,2105145
WM-TL10,2024,11/1/2024,195,E-com,116,1098052,11/13/2024,Jehanabad,86724177,31,2409165
WM-200D,2024,10/1/2024,323,MT,117,1098374,10/19/2024,Satara,NULL,45,3807765
FreshBreeze-300,2023,2/1/2023,130,Normal Trade,114,1098476,2/6/2023,Yavatmal,20901565,48,5870304
FreshBreeze-300,2023,3/1/2023,242,Normal Trade,111,1098623,5/16/2023,Mavelikara,27573415,57,6970986
CoolBox R1000,2022,1/1/2022,350,MT,102,1098746,1/9/2022,Bokaro,79641118,68,5232872
CleanAir-C100,2022,10/1/2022,189,MT,110,1098919,10/18/2022,Sriganganagar,57212267,4,373116
TopCool R1000,2024,3/1/2024,323,E-com,117,1099070,3/11/2024,Satara,14049656,25,1962750
FreshCool R2000,2023,3/1/2023,765,E-com,103,1099872,3/1/2023,Ludhiana,72117013,50,8495750
FreshFreeze R2800,2024,1/1/2024,818,MT,109,1100103,1/12/2024,Raipur,10730722,57,4500663
FreshFreeze R2800,2022,11/1/2022,350,Normal Trade,102,1100196,11/27/2022,Paradeep,98733287,2,157918
CleanAir-C100,2024,2/1/2024,130,MT,114,1100213,2/3/2024,Raipur,29070121,51,4757229
CleanAir-C100,2022,1/1/2022,132,Normal Trade,112,1100313,1/10/2022,Mathura,96219997,60,5596740
LuxFridge R5000,2022,9/1/2022,858,MT,107,1101176,9/30/2022,Tripura,69014228,73,6034764
LuxFridge R5000,2022,6/1/2022,350,MT,102,1101379,6/24/2022,Lucknow,18672730,70,5786760
PowerMix,2023,8/1/2023,132,MT,112,1101552,8/9/2023,Mehdawal,48472787,35,3928015
FreshFreeze R2800,2022,10/1/2022,303,MT,124,1101935,10/20/2022,New gajuwaka,81657967,58,4579622
FreshFreeze R2800,2022,6/1/2022,754,E-com,122,1102034,7/18/2022,Kalol,84892729,27,2131893
FreshBreeze-300,2022,8/1/2022,303,Normal Trade,123,1102177,8/20/2022,Gunutur,52209103,75,9172350
FreshCool R2000,2024,2/1/2024,242,MT,105,1102417,2/23/2024,Parayakadu alappuzha,88511477,14,2378810
FreshFreeze R2800,2023,1/1/2023,242,MT,111,1102452,1/12/2023,Thiruvalla,75645744,47,3711073
FreshCool R2000,2024,2/1/2024,303,E-com,124,1102663,2/13/2024,Gunutur,34284355,5,849575
WM-101SA,2024,9/1/2024,242,E-com,121,1102664,9/3/2024,Sulthan bathery,82054847,71,8063115
CleanAir-C100,2023,3/1/2023,189,MT,110,1102843,3/27/2023,Meerut,84972655,66,6156414
CoolBox R1000,2022,2/1/2022,303,E-com,124,1103534,2/12/2022,Narasapuram,30087884,61,4694194
TurboConvection O9,2023,3/1/2023,130,MT,114,1104342,5/15/2023,Akola,80197968,56,4648784
BakePro O3000,2023,6/1/2023,765,E-com,113,1104637,6/22/2023,Jammu and kashmir,46816736,8,481176
FreshBreeze-300,2022,3/1/2022,765,Normal Trade,113,1104639,5/7/2022,Tarn taran sahib,86167409,15,1834470
CoolBox R1000,2022,2/1/2022,189,Normal Trade,110,1104674,2/4/2022,Khajuwala,94223122,2,153908
UltraCool R8000,2022,8/1/2022,854,Normal Trade,115,1104897,8/6/2022,Barauli,48503642,18,1180152
WM-TL10,2023,3/1/2023,303,Normal Trade,123,1104984,3/10/2023,Tadepalligudem,15288472,79,6139485
CleanAir-C100,2024,11/1/2024,242,E-com,121,1105436,11/7/2024,Kaithamukku,54416740,29,2705091
BakePro O3000,2023,6/1/2023,125,Normal Trade,101,1105506,6/21/2023,Dharawad,71040634,39,2345733
FreshFreeze R2800,2023,6/1/2023,754,E-com,122,1105565,7/17/2023,Gandhidham,77889872,43,3395237
WM-101SA,2023,2/1/2023,323,E-com,117,1105921,2/3/2023,Kannad,20678134,55,6246075
FreshCool R2000,2022,12/1/2022,765,Normal Trade,103,1106646,12/22/2022,Ropar,75706214,25,4247875
PowerMix,2023,6/1/2023,754,MT,122,1106793,6/20/2023,Sikka,27412946,38,4264702
BakePro O3000,2023,3/1/2023,328,MT,104,1106999,3/18/2023,Sivaganga,71611654,47,2826909
PowerMix,2023,1/1/2023,125,MT,101,1107003,1/5/2023,Yellapur,65034115,23,2581267
TopCool R1000,2022,3/1/2022,792,E-com,106,1107398,3/26/2022,South goa district,90664006,49,3846990
CoolBox R1000,2022,9/1/2022,328,Normal Trade,104,1107714,9/30/2022,Erode,32602089,45,3462930
PowerMix,2022,6/1/2022,833,Normal Trade,119,1107963,7/19/2022,Roha,27685674,61,6845969
LuxFridge R5000,2024,3/1/2024,195,Normal Trade,116,1108843,5/31/2024,Sakchi,75878303,16,1322688
UltraCool R8000,2024,3/1/2024,189,E-com,110,1108847,3/25/2024,Suratgarh,86051620,59,3868276
CoolBox R1000,2023,3/1/2023,754,E-com,122,1108971,5/8/2023,Godhra,47794354,59,4540286
CleanAir-C100,2022,9/1/2022,132,Normal Trade,112,1109208,9/25/2022,Bareilly,27141715,17,1585743
PowerMix,2022,6/1/2022,765,E-com,113,1109273,6/22/2022,Sultanpur lodhi,52373772,36,4040244
FreshFreeze R2800,2023,3/1/2023,765,MT,103,1109275,3/30/2023,Sangrur,99619369,46,3632114
CleanAir-C100,2022,12/1/2022,242,Normal Trade,111,1109317,12/28/2022, perinthalmanna,68145420,29,2705091
LuxFridge R5000,2023,12/1/2023,323,E-com,117,1109341,12/16/2023,Ahmedabad,52843311,21,1736028
CoolBox R1000,2022,3/1/2022,792,MT,106,1109449,3/26/2022,Pune,92848703,56,4309424
CoolBox R1000,2024,2/1/2024,792,Normal Trade,106,1110067,2/7/2024,South goa district,32518072,54,4155516
TurboConvection O9,2022,2/1/2022,754,MT,100,1110206,2/28/2022,Junagadh,50310141,21,1743294
FreshBreeze-300,2024,6/1/2024,189,E-com,110,1110277,6/20/2024,Delhi,42844845,19,2323662
LuxFridge R5000,2024,4/1/2024,792,Normal Trade,106,1110452,4/28/2024,Pernem,18597103,81,6696108
UltraCool R8000,2022,10/1/2022,818,MT,109,1110656,10/8/2022,Sagar,26100344,7,458948
BakePro O3000,2022,6/1/2022,350,MT,102,1110690,7/8/2022,Rajasunakhela,77355419,45,2706615
CoolBox R1000,2024,11/1/2024,818,E-com,109,1110936,11/2/2024,Raipur,NULL,4,307816
WM-200D,2022,10/1/2022,242,E-com,111,1111046,10/8/2022,Kannur,64956876,34,2876978
UltraCool R8000,2022,1/1/2022,303,MT,123,1111126,1/11/2022,Nunna,82675403,47,3081508
WM-101SA,2023,8/1/2023,818,Normal Trade,109,1111203,8/4/2023,Ujjain,59364076,54,6132510
WM-200D,2024,11/1/2024,303,Normal Trade,124,1111673,11/15/2024,Vizianagaram,NULL,15,1269255
BakePro O3000,2024,10/1/2024,658,Normal Trade,108,1112633,10/31/2024,Serilingampally,33516166,44,2646468
FreshFreeze R2800,2024,12/1/2024,818,Normal Trade,109,1112758,12/2/2024,Harda,48851781,80,6316720
WM-200D,2023,11/1/2023,195,MT,116,1112833,11/5/2023,Araria,58696493,42,3553914
PowerMix,2024,6/1/2024,859,E-com,120,1112852,6/24/2024,Boisar,46464544,68,7631572
FreshFreeze R2800,2023,6/1/2023,765,E-com,103,1112877,6/5/2023,Meerut,94298323,22,1737098
WM-200D,2022,11/1/2022,242,E-com,105,1113205,11/21/2022,Thoppumpady,94213861,73,6177041
TurboConvection O9,2022,2/1/2022,754,MT,100,1113458,2/18/2022,Ankleshwar,14493851,70,5810980
WM-TL10,2022,8/1/2022,130,MT,114,1113526,8/8/2022,Chikani donga,40320790,47,3652605
TurboConvection O9,2023,10/1/2023,792,MT,106,1113740,10/14/2023,Pernem,88438503,25,2075350
WM-200D,2024,10/1/2024,858,Normal Trade,107,1114282,10/11/2024,Dibrughar,NULL,17,1438489
FreshBreeze-300,2022,3/1/2022,323,E-com,117,1114590,5/22/2022,Margao,45002007,68,8316264
TurboConvection O9,2024,1/1/2024,859,Normal Trade,120,1114753,1/23/2024,Pen,21286470,71,5893994
FreshBreeze-300,2024,6/1/2024,242,MT,111,1114757,6/23/2024,Puducherry,20845744,5,611490
TopCool R1000,2022,10/1/2022,765,Normal Trade,113,1114900,10/29/2022,Faridkot,17020005,43,3375930
TopCool R1000,2023,3/1/2023,754,Normal Trade,122,1115006,3/16/2023,Indore,60688710,60,4710600
CoolBox R1000,2023,12/1/2023,242,Normal Trade,105,1115332,12/9/2023,Kurnool,87786600,47,3616838
