Invoice_No,OBD_No,Billing_Date,Billing_Amount,IOD_Date,Delivery_Days
6469119,36450861,2/19/2022,49.92403,4/13/2022,52
1269682,76603325,2/19/2022,33.09022,2/26/2022,5
7321700,55474012,2/19/2022,34.09328,4/14/2022,50
8496392,67164456,2/19/2022,33.95237,4/6/2022,44
6656189,32443981,2/19/2022,31.47072,2/22/2022,0
9961608,23974122,2/19/2022,4.73754,2/20/2022,3
2117898,86014902,2/19/2022,49.173,4/15/2022,53
3978392,47557689,2/19/2022,50.9745,2/24/2022,3
1180674,95464025,2/19/2022,80.80488,4/14/2022,52
8503815,66016616,2/19/2022,46.48784,4/11/2022,49
3334991,36777331,2/19/2022,80.80488,4/12/2022,49
8352412,47363542,2/19/2022,62.86855,3/6/2022,15
5122665,77015110,2/19/2022,47.3754,4/15/2022,51
1630498,90170970,2/19/2022,32.1891,2/26/2022,5
3001641,58764129,2/20/2022,39.63465,4/13/2022,49
5249180,56223778,2/20/2022,53.37555,3/10/2022,15
9817964,33075119,2/20/2022,60.00884,4/13/2022,51
2492618,67383548,2/20/2022,11.7765,2/21/2022,0
9759273,27109366,2/20/2022,12.45716,2/21/2022,1
2602065,17859815,2/20/2022,36.16838,2/23/2022,1
1448697,56995632,2/20/2022,49.27535,4/6/2022,43
8039269,27150326,2/20/2022,17.03475,2/21/2022,3
2652760,38452823,2/20/2022,28.10712,3/26/2022,32
4408751,45747721,2/20/2022,33.7593,2/26/2022,4
1470477,87109607,2/20/2022,58.69428,4/13/2022,51
4758452,48909246,2/20/2022,47.13618,3/24/2022,30
2681206,35113682,2/20/2022,25.18533,3/30/2022,35
5598733,82426852,2/20/2022,32.37319,3/26/2022,32
6288077,53049008,2/20/2022,47.8911,4/15/2022,51
5689206,18896589,2/20/2022,56.7825,4/7/2022,43
4304116,52593012,2/20/2022,42.3954,4/13/2022,49
9395862,37307523,2/20/2022,28.88555,2/21/2022,0
4428385,20957586,2/20/2022,29.17954,3/25/2022,30
6493151,41769627,2/20/2022,1.31128,2/21/2022,0
8238772,60597830,2/20/2022,84.0381,4/14/2022,50
2239931,18000657,2/20/2022,2.44596,2/21/2022,2
3289279,31139813,2/20/2022,84.0381,4/16/2022,54
7523750,70120895,2/20/2022,6.61344,2/21/2022,1
4402469,91156129,2/20/2022,55.61938,4/12/2022,49
9592195,19255218,2/20/2022,14.38489,2/21/2022,1
2453735,36589592,2/20/2022,34.74892,4/14/2022,50
9688443,14061405,2/20/2022,27.28044,2/24/2022,4
3412240,83054944,2/20/2022,60.60366,4/11/2022,48
8183660,75513373,2/20/2022,53.9591,4/13/2022,51
9608523,67061787,2/20/2022,4.23085,2/21/2022,1
6840068,88449352,2/20/2022,43.27224,4/11/2022,47
3460153,17205577,2/20/2022,3.1086,2/21/2022,0
7325297,73604828,2/20/2022,11.89405,2/21/2022,2
3295382,66105911,2/20/2022,0.65564,2/21/2022,0
8719487,56698992,2/20/2022,43.1547,3/30/2022,36
6617936,57783527,2/20/2022,9.8346,2/21/2022,2
5382797,72761740,2/20/2022,23.69276,3/22/2022,28
3929534,89426041,2/20/2022,14.21262,2/21/2022,0
6580794,78223341,2/20/2022,12.4344,2/21/2022,0
8076666,35941744,2/20/2022,46.47324,3/21/2022,25
6781924,30029964,2/20/2022,18.26308,2/21/2022,1
8904942,99614433,2/21/2022,14.94252,2/22/2022,0
3335038,95004924,2/21/2022,59.0634,4/13/2022,46
9338314,31412755,2/21/2022,22.53735,3/22/2022,27
4483223,43686408,2/21/2022,15.03675,2/22/2022,2
7433863,19758685,2/21/2022,36.52605,4/6/2022,40
9423948,88909615,2/21/2022,88.3558,4/12/2022,48
1592818,39137054,2/21/2022,40.7796,2/22/2022,2
6748005,50842543,2/21/2022,30.78207,4/2/2022,35
3809967,63048394,2/21/2022,96.85155,4/13/2022,46
4620602,74467263,2/21/2022,57.91815,4/13/2022,50
2263711,78728191,2/21/2022,19.46191,2/22/2022,4
1502308,83719381,2/21/2022,4.23085,2/22/2022,2
1403047,89528133,2/21/2022,56.44952,4/15/2022,48
1464694,53122268,2/21/2022,38.07765,3/18/2022,23
1424752,30398821,2/21/2022,45.8948,4/13/2022,48
4567257,54734846,2/21/2022,54.48171,4/16/2022,52
9846268,94498056,2/21/2022,15.29235,2/22/2022,3
1756665,45984317,2/21/2022,57.48006,3/17/2022,22
6739505,31520447,2/21/2022,33.2056,4/3/2022,40
4541139,80106555,2/21/2022,27.39462,3/14/2022,17
7562471,71888947,2/21/2022,4.89192,2/22/2022,1
2242680,71504202,2/21/2022,4.58948,2/22/2022,0
6160031,18861468,2/21/2022,33.41745,2/24/2022,0
1222471,56872413,2/21/2022,54.1719,4/13/2022,50
6863271,18673345,2/21/2022,62.61658,4/13/2022,49
7792575,59536806,2/21/2022,74.7626,3/12/2022,19
7621210,99308971,2/21/2022,37.29114,4/14/2022,50
1149541,14124511,2/21/2022,54.99221,4/7/2022,40
7327828,91197624,2/21/2022,28.12854,2/22/2022,1
6402667,24826245,2/21/2022,39.01658,3/23/2022,29
7180060,83683223,2/21/2022,48.83295,4/6/2022,39
8629549,87806517,2/21/2022,33.02046,2/22/2022,0
1499969,78172295,2/21/2022,37.3032,4/4/2022,40
1047648,19570981,2/22/2022,39.99404,4/18/2022,55
9340414,70933337,2/22/2022,48.23169,4/18/2022,51
4652414,17849494,2/22/2022,45.426,3/31/2022,36
7895036,70574453,2/22/2022,13.28224,2/23/2022,1
3488697,55564019,2/22/2022,28.42524,3/11/2022,14
4747013,44786132,2/22/2022,57.83298,4/15/2022,48
9769167,91123666,2/22/2022,20.7535,2/23/2022,3
7516960,35833126,2/22/2022,30.5847,2/23/2022,2
4847454,75024805,2/22/2022,20.79066,2/23/2022,4
4561978,88145345,2/22/2022,39.09555,4/13/2022,46
4222994,82677003,2/22/2022,47.20608,4/17/2022,50
6802621,57119069,2/22/2022,53.9591,4/18/2022,51
5565736,28190266,2/22/2022,58.8825,4/15/2022,48
8768806,92912825,2/22/2022,46.53935,4/13/2022,47
5168251,70371521,2/22/2022,9.09348,2/23/2022,1
4304685,56373287,2/22/2022,37.6848,4/2/2022,37
2510916,22693626,2/22/2022,29.5038,4/4/2022,38
1757196,29943076,2/22/2022,17.12172,2/23/2022,2
5403712,89756942,2/22/2022,27.1864,2/23/2022,3
3377580,34300036,2/22/2022,10.79182,2/23/2022,3
9742158,50177237,2/22/2022,23.24392,3/31/2022,37
6618466,51981711,2/22/2022,68.45969,4/16/2022,50
4448954,67228909,2/22/2022,45.23916,4/13/2022,48
7323419,96019216,2/22/2022,57.7155,4/13/2022,46
3172440,52965279,2/22/2022,49.38076,3/29/2022,31
6829211,39909180,2/22/2022,11.00682,2/23/2022,0
7395906,68088262,2/22/2022,25.1232,4/9/2022,43
4466165,36130581,2/22/2022,23.97372,3/21/2022,27
2283470,51870422,2/22/2022,69.95925,4/17/2022,53
4532803,32402343,2/22/2022,10.9914,2/23/2022,1
5512879,37407585,2/22/2022,69.70986,4/13/2022,49
9756341,97706372,2/22/2022,118.9405,4/14/2022,49
3363000,74673141,2/23/2022,74.07114,4/18/2022,53
1757620,50543196,2/23/2022,19.09322,2/24/2022,1
7114133,15714151,2/23/2022,58.8825,4/16/2022,50
9945709,10983894,2/23/2022,43.42745,4/16/2022,50
1731941,18696979,2/23/2022,48.6762,4/17/2022,49
3015027,76694960,2/23/2022,19.56768,2/24/2022,3
1577766,72321139,2/23/2022,40.40244,3/13/2022,17
8048838,62274692,2/23/2022,27.63565,2/25/2022,0
2544631,27471391,2/23/2022,57.83298,4/16/2022,49
1775745,48619284,2/23/2022,25.9083,2/28/2022,3
5186608,17704254,2/23/2022,7.6954,2/24/2022,0
2481041,14876917,2/23/2022,31.54532,2/25/2022,0
3209540,45003862,2/23/2022,7.21204,2/24/2022,2
1033416,59373927,2/23/2022,44.29755,4/17/2022,48
1782937,27053140,2/23/2022,81.92717,4/16/2022,50
1874873,86854285,2/23/2022,38.02728,3/7/2022,11
9966982,12262531,2/23/2022,51.2919,4/16/2022,49
2451944,76359158,2/23/2022,53.62335,4/14/2022,46
4795715,46045780,2/23/2022,45.85185,4/18/2022,49
9011589,54864614,2/23/2022,29.88504,3/24/2022,25
5750894,94436777,2/23/2022,27.1864,2/24/2022,3
2893282,59160991,2/23/2022,21.57735,2/24/2022,1
5259672,87525357,2/23/2022,4.58948,2/24/2022,1
6206904,76369319,2/23/2022,13.53872,2/24/2022,2
6790398,29659692,2/23/2022,86.65665,4/18/2022,51
3255563,54317225,2/23/2022,52.06905,4/19/2022,52
6962255,93917080,2/23/2022,19.01356,3/19/2022,23
3506140,65294333,2/23/2022,19.30605,2/24/2022,0
7842043,69220157,2/23/2022,46.58581,4/14/2022,47
3297725,41123457,2/23/2022,23.23662,2/24/2022,1
3148919,73768404,2/23/2022,81.92717,4/16/2022,49
7052672,21014530,2/23/2022,50.51475,4/19/2022,55
3902146,73069624,2/23/2022,41.97555,3/25/2022,29
3535934,25325351,2/23/2022,55.7421,4/16/2022,50
2125874,85454788,2/24/2022,2.36877,2/25/2022,4
7158092,27893746,2/24/2022,35.53155,4/2/2022,35
6853208,22869898,2/24/2022,49.82864,4/15/2022,47
4041191,46233569,2/24/2022,1.66028,2/25/2022,4
2983613,83229298,2/24/2022,50.50305,4/1/2022,35
4770193,27089453,2/24/2022,18.64557,3/31/2022,31
3473079,94810860,2/24/2022,2.2713,2/25/2022,4
9267840,86670472,2/24/2022,60.60022,4/19/2022,53
9599599,86818783,2/24/2022,13.05906,2/25/2022,0
8541105,62288069,2/24/2022,69.70986,4/18/2022,53
6294331,76700175,2/24/2022,63.42972,4/19/2022,50
5690860,82715151,2/24/2022,70.4103,4/20/2022,53
8245056,18830219,2/24/2022,14.43528,2/25/2022,1
6319606,97439247,2/24/2022,51.2919,4/20/2022,52
2942852,88006858,2/24/2022,52.74763,3/1/2022,2
6044815,40784021,2/24/2022,0.60147,2/25/2022,1
4441038,74387592,2/24/2022,86.83158,4/15/2022,46
2356736,37005974,2/24/2022,16.79022,2/25/2022,1
6286710,19322043,2/24/2022,23.45733,3/2/2022,3
3217531,74115841,2/24/2022,39.08045,2/25/2022,3
7448069,98318388,2/24/2022,13.23234,2/25/2022,2
9178636,61737402,2/24/2022,29.76048,4/5/2022,38
8469406,95910412,2/24/2022,10.8801,2/25/2022,0
9969792,43911809,2/24/2022,38.85396,3/6/2022,5
9214082,26068986,2/24/2022,42.3954,4/20/2022,53
3227060,86438116,2/24/2022,16.391,2/25/2022,3
9191751,17717080,2/24/2022,0.65564,2/25/2022,3
8358289,95927534,2/24/2022,35.44602,4/1/2022,32
7100417,56823088,2/24/2022,20.667,2/25/2022,2
3685447,51665692,2/24/2022,23.84865,2/25/2022,2
2949434,66193324,2/24/2022,52.32872,4/19/2022,53
4047737,63319462,2/24/2022,5.67825,2/25/2022,2
1381431,63321871,2/24/2022,35.40456,4/16/2022,48
2280938,51790477,2/24/2022,38.02728,3/9/2022,9
3986525,42223009,2/24/2022,43.81404,4/19/2022,52
2126339,55736075,2/24/2022,20.52138,2/25/2022,2
6573051,36188180,2/24/2022,19.09322,2/25/2022,3
4763952,32154762,2/25/2022,30.66255,3/24/2022,23
5985420,48027448,2/25/2022,58.70304,4/9/2022,40
3346211,97116877,2/25/2022,66.22809,4/18/2022,50
7925233,36668369,2/25/2022,43.84113,4/8/2022,42
3530904,59611242,2/25/2022,82.90245,4/21/2022,52
7339320,51147664,2/25/2022,17.43294,2/26/2022,1
6404891,55905919,2/25/2022,10.22085,2/26/2022,3
3498812,96088354,2/25/2022,13.6278,2/26/2022,1
7205358,96821095,2/25/2022,55.40688,4/18/2022,49
7331796,83981681,2/25/2022,41.18895,4/20/2022,50
6513962,13484583,2/25/2022,26.84606,3/2/2022,4
9628571,47104988,2/25/2022,17.37098,2/26/2022,0
5502612,53626546,2/25/2022,3.00735,2/26/2022,4
8293482,49360048,2/25/2022,37.29114,4/16/2022,45
4238025,78806863,2/25/2022,85.6086,4/16/2022,49
4098179,58631981,2/25/2022,46.48784,4/16/2022,46
7382139,25170229,2/25/2022,67.16088,4/17/2022,50
5685963,97974419,2/25/2022,11.5431,2/26/2022,2
5912955,17044401,2/25/2022,36.32114,3/31/2022,33
6775091,70307294,2/25/2022,69.27465,4/21/2022,50
4135831,75084719,2/25/2022,3.1404,2/26/2022,2
9627700,40541809,2/25/2022,6.7966,2/26/2022,2
6931608,41724015,2/25/2022,20.20122,2/26/2022,2
8421969,39158087,2/25/2022,74.7626,3/22/2022,23
7688539,88050960,2/25/2022,12.2298,2/26/2022,2
5577306,68405557,2/25/2022,32.12636,4/12/2022,43
7415688,13394349,2/25/2022,14.42408,2/26/2022,4
4663203,37347134,2/25/2022,43.9656,4/18/2022,48
9487215,34737815,2/25/2022,18.35792,3/27/2022,29
5710580,73645470,2/25/2022,30.81508,3/1/2022,3
6310245,11904117,2/25/2022,15.702,2/26/2022,0
9272433,27066472,2/25/2022,40.89996,4/16/2022,48
6511885,49585094,2/25/2022,13.99185,2/26/2022,1
3801999,29070828,2/25/2022,3.88575,2/26/2022,1
6255642,95532165,2/25/2022,15.71206,2/26/2022,3
6022585,60232443,2/25/2022,53.16903,4/17/2022,49
2925830,39119581,2/25/2022,58.35908,4/19/2022,51
5650035,95989974,2/26/2022,98.5507,4/19/2022,52
4274019,22574690,2/26/2022,49.8084,4/21/2022,53
2074981,87061619,2/26/2022,6.2808,2/27/2022,3
3239365,79835357,2/26/2022,69.95925,4/22/2022,51
9946136,64495287,2/26/2022,129.1354,4/18/2022,47
4056945,62741841,2/26/2022,20.44998,3/5/2022,3
9441248,76348045,2/26/2022,55.00105,4/19/2022,51
4458330,45886856,2/26/2022,46.1724,4/17/2022,47
7189628,34014770,2/26/2022,56.5272,4/22/2022,51
5317704,69941498,2/26/2022,81.93966,4/19/2022,49
7005202,73864076,2/26/2022,26.23127,4/3/2022,33
9813280,95406065,2/26/2022,8.4617,2/27/2022,1
4216257,94095234,2/26/2022,41.334,3/27/2022,25
5626953,87620704,2/26/2022,35.53914,3/11/2022,11
7350490,38613502,2/26/2022,35.53914,3/9/2022,7
9313232,25373513,2/26/2022,32.9742,3/3/2022,5
3195107,57485103,2/26/2022,47.8911,4/19/2022,51
3098120,10046077,2/26/2022,59.69856,4/18/2022,48
1492516,54964418,2/26/2022,8.56086,2/27/2022,2
7956639,80121833,2/26/2022,66.26685,4/3/2022,35
4754605,48077170,2/26/2022,25.73434,3/17/2022,16
2643275,60621018,2/26/2022,34.79099,4/1/2022,32
9073898,99657224,2/26/2022,67.2639,4/18/2022,47
8341327,62325104,2/26/2022,85.6086,4/17/2022,45
7942801,18814465,2/26/2022,60.92424,4/17/2022,49
6242557,13017249,2/26/2022,48.96045,4/20/2022,49
8911282,85048570,2/26/2022,4.1507,2/27/2022,2
9100012,77253402,2/26/2022,14.92464,2/27/2022,1
4803231,26198473,2/26/2022,15.8991,2/27/2022,2
4738590,90635631,2/26/2022,37.6848,3/20/2022,18
3890542,89735314,2/26/2022,48.23169,4/19/2022,47
4932085,40371512,2/26/2022,15.03675,2/27/2022,2
6181610,85302098,2/26/2022,11.62196,2/27/2022,2
2448096,84757474,2/27/2022,27.63565,3/20/2022,19
2569831,13065610,2/27/2022,16.6028,2/28/2022,2
5386034,38923078,2/27/2022,33.41745,4/15/2022,42
2724585,62427912,2/27/2022,38.6121,3/18/2022,17
3488425,26653600,2/27/2022,51.36516,3/5/2022,2
4380011,27514010,2/27/2022,14.9169,2/28/2022,1
1766881,37468029,2/27/2022,64.73205,4/19/2022,47
3063881,15733311,2/27/2022,50.9745,3/16/2022,15
1455008,60601040,2/27/2022,84.9575,3/22/2022,21
6586283,14951543,2/27/2022,68.45969,4/18/2022,46
9022483,13454187,2/27/2022,17.37098,2/28/2022,1
4575870,42080592,2/27/2022,38.68276,4/20/2022,50
8021599,29534824,2/27/2022,48.25847,3/16/2022,17
6029480,61216369,2/27/2022,1.53908,2/28/2022,0
5785361,29317165,2/27/2022,24.25254,4/9/2022,38
2477088,27368573,2/27/2022,32.28385,2/28/2022,1
4809467,35371524,2/27/2022,30.0735,3/25/2022,23
2915617,76725470,2/27/2022,39.09555,4/21/2022,52
8337427,61649756,2/27/2022,23.24392,3/26/2022,25
7577959,34609232,2/27/2022,7.85603,2/28/2022,0
3368143,64708663,2/27/2022,13.83381,2/28/2022,1
4338168,36983380,2/27/2022,84.9575,3/9/2022,9
3234175,59507565,2/27/2022,28.10712,3/3/2022,1
6839906,38153923,2/27/2022,33.7593,4/16/2022,43
1941411,52973352,2/27/2022,67.00335,4/21/2022,51
6175175,40328557,2/27/2022,53.81112,4/6/2022,35
2691506,36326066,2/28/2022,27.05091,4/3/2022,31
4289642,81520534,2/28/2022,46.1724,4/21/2022,51
5669647,11623978,2/28/2022,88.3558,4/19/2022,47
1983194,35381208,2/28/2022,40.01608,4/20/2022,49
7411442,98511951,2/28/2022,46.55044,4/20/2022,49
8581547,61536249,2/28/2022,8.6361,3/1/2022,2
8882208,39302953,2/28/2022,69.70986,4/19/2022,45
9406813,25529829,2/28/2022,41.96096,4/19/2022,48
8800384,75893857,2/28/2022,62.82768,4/19/2022,48
4196694,46013544,2/28/2022,83.04946,4/20/2022,48
8391531,31462714,2/28/2022,31.086,4/2/2022,31
1350945,90925291,2/28/2022,52.08084,4/20/2022,48
2335002,24014798,2/28/2022,54.78924,4/19/2022,47
5422564,25730458,2/28/2022,2.33145,3/1/2022,1
3896137,11469523,2/28/2022,7.7715,3/1/2022,2
1110206,50310141,2/28/2022,17.43294,3/1/2022,1
1015341,20394529,2/28/2022,15.7918,3/1/2022,0
6535803,22512134,2/28/2022,8.54865,3/1/2022,2
9873546,55181012,2/28/2022,9.96168,3/1/2022,4
2360024,34999755,2/28/2022,84.9575,3/23/2022,22
1379231,37950053,2/28/2022,33.68232,4/19/2022,47
6873567,50937767,2/28/2022,25.9083,3/24/2022,21
2459833,64662975,2/28/2022,10.26069,3/1/2022,2
7402777,80189736,2/28/2022,7.21204,3/1/2022,2
8276107,86295191,2/28/2022,15.3908,3/1/2022,0
8611395,28224724,2/28/2022,0.84617,3/1/2022,0
7545959,46805519,2/28/2022,58.1098,4/21/2022,51
4420763,90452565,2/28/2022,26.46468,3/3/2022,1
1330703,31019034,2/28/2022,43.92788,4/21/2022,52
8432790,23456901,2/28/2022,24.25254,3/10/2022,7
9192588,34702473,3/1/2022,26.11995,3/2/2022,3
1686773,90368898,3/1/2022,48.96045,4/21/2022,50
6207277,62726815,3/1/2022,36.32114,3/29/2022,28
1201107,94423779,3/1/2022,40.8252,4/23/2022,50
6491629,55672278,3/1/2022,9.92016,3/2/2022,2
9565416,22832144,3/1/2022,51.0315,4/20/2022,48
3730673,13704787,3/1/2022,28.22476,3/18/2022,16
6094433,41503438,3/1/2022,36.0602,4/21/2022,49
9257506,23543068,3/1/2022,62.61658,4/23/2022,52
7400271,79990777,3/1/2022,6.1149,3/2/2022,1
9596976,64017185,3/1/2022,14.58977,3/2/2022,2
5580046,29020912,3/1/2022,34.09328,4/25/2022,53
7064346,31369793,3/1/2022,50.53376,4/20/2022,46
2744859,70554124,3/1/2022,31.55114,4/10/2022,40
4704808,65377078,3/1/2022,58.48504,4/22/2022,48
3260101,92296403,3/1/2022,7.61553,3/2/2022,1
8142002,29920279,3/1/2022,48.83295,3/28/2022,27
1253768,85949228,3/1/2022,26.16436,3/6/2022,3
4228927,56836354,3/1/2022,8.42058,3/2/2022,1
6632941,69945655,3/1/2022,60.18945,4/25/2022,53
7399792,94851513,3/1/2022,59.0538,4/24/2022,53
2479916,77510269,3/1/2022,43.9656,4/25/2022,52
7831964,50174547,3/1/2022,71.3643,3/17/2022,14
6449596,32651174,3/1/2022,14.76585,3/2/2022,1
5325628,19737536,3/1/2022,32.37546,3/10/2022,9
4366618,20893237,3/1/2022,20.30808,3/2/2022,1
8375522,59286995,3/1/2022,49.92403,4/21/2022,48
2084430,50716621,3/1/2022,5.78676,3/2/2022,2
9267508,76161853,3/1/2022,93.45325,4/20/2022,46
8583681,76861738,3/1/2022,56.94596,4/24/2022,50
6561584,16898679,3/1/2022,83.16264,4/25/2022,53
3462796,92804244,3/1/2022,6.76936,3/2/2022,4
3796179,98970427,3/1/2022,38.92382,3/16/2022,11
1308508,60547291,3/1/2022,17.44263,3/10/2022,7
5042100,58986173,3/1/2022,19.42875,3/2/2022,4
1880248,33891435,3/1/2022,14.76585,3/2/2022,3
6161516,68950875,3/1/2022,14.62126,3/2/2022,3
3342687,17181113,3/1/2022,38.8575,3/8/2022,3
9953698,91768171,3/1/2022,83.04946,4/21/2022,48
9949336,90788531,3/1/2022,40.29849,4/21/2022,50
8551495,83587240,3/1/2022,22.9474,4/7/2022,34
2858102,84932404,3/1/2022,15.7918,3/2/2022,1
2058651,71428713,3/1/2022,14.38489,3/2/2022,1
9224966,99681722,3/2/2022,62.84824,4/26/2022,54
3434125,13690263,3/2/2022,33.43764,4/26/2022,54
8649174,79831928,3/2/2022,58.8825,4/22/2022,49
4377359,61761995,3/2/2022,8.52332,3/3/2022,2
6953815,44417251,3/2/2022,40.89996,4/22/2022,49
6791040,81361168,3/2/2022,18.8424,3/3/2022,3
9315137,16292676,3/2/2022,46.01389,3/29/2022,25
2255549,49194152,3/2/2022,51.62534,3/30/2022,26
6376801,70095645,3/2/2022,28.05725,3/3/2022,1
1806126,52222252,3/2/2022,1.22298,3/3/2022,2
6685858,40485747,3/2/2022,16.23969,4/13/2022,39
5519410,78500999,3/2/2022,45.40286,4/22/2022,47
5727885,87334591,3/2/2022,24.4596,3/3/2022,3
8212098,64252439,3/2/2022,39.99404,4/22/2022,50
7134308,99484361,3/2/2022,10.9914,3/3/2022,1
5441383,78995442,3/2/2022,61.72595,4/26/2022,53
4401124,21170209,3/2/2022,45.87705,3/14/2022,11
9389302,14327290,3/2/2022,26.88124,4/15/2022,42
1320045,17315487,3/2/2022,53.81112,3/5/2022,2
5754542,29578433,3/2/2022,9.92016,3/3/2022,1
6371047,51458705,3/2/2022,38.15786,4/6/2022,32
9610837,12780717,3/2/2022,20.2059,3/13/2022,11
8247864,39249959,3/2/2022,78.5603,4/24/2022,48
2573148,20521659,3/2/2022,46.3209,4/21/2022,49
5309952,99809064,3/2/2022,0.93279,3/3/2022,1
3044259,90411964,3/2/2022,37.37148,4/25/2022,51
6952593,22816558,3/2/2022,8.46494,3/3/2022,1
5598800,52912379,3/2/2022,49.7376,4/23/2022,49
5574378,30041488,3/2/2022,52.90752,4/26/2022,53
3306890,23404931,3/2/2022,68.48688,4/23/2022,50
2585459,34387868,3/2/2022,27.07744,4/17/2022,44
4059235,30137542,3/2/2022,5.90076,3/3/2022,2
8998907,31812203,3/2/2022,11.00682,3/3/2022,1
5686885,33651605,3/2/2022,49.173,4/26/2022,50
4739628,79306247,3/2/2022,41.50143,4/21/2022,48
6788681,75345452,3/2/2022,34.86588,3/11/2022,8
3023227,66682016,3/2/2022,10.00402,3/3/2022,0
3623750,35756927,3/3/2022,9.8346,3/4/2022,2
2223458,32305735,3/3/2022,36.32114,4/15/2022,43
2619058,99659144,3/3/2022,46.01389,3/18/2022,10
7839536,66812031,3/3/2022,9.3279,3/4/2022,0
3942887,24554985,3/3/2022,45.23916,4/27/2022,52
5092999,79821206,3/3/2022,44.29755,4/22/2022,47
2570468,49272770,3/3/2022,32.12636,3/14/2022,6
3866055,94732636,3/3/2022,35.91328,4/6/2022,31
6293669,63021563,3/3/2022,57.5091,4/24/2022,52
3288452,45740795,3/3/2022,7.46232,3/4/2022,0
6425355,10332878,3/3/2022,22.7679,4/1/2022,28
1839639,61850636,3/3/2022,55.03461,4/26/2022,53
9209972,33468801,3/3/2022,12.45716,3/4/2022,1
5310948,60475340,3/3/2022,39.24654,4/27/2022,52
5687704,31948898,3/3/2022,34.24344,3/11/2022,6
7239705,70047877,3/3/2022,15.73536,3/4/2022,3
8655475,63314561,3/3/2022,53.8678,4/24/2022,48
3318412,21347238,3/3/2022,51.36516,4/5/2022,28
9642662,40875106,3/3/2022,59.6676,4/24/2022,50
4413340,51210371,3/3/2022,34.97175,4/8/2022,33
3827445,24829002,3/3/2022,63.5964,4/24/2022,49
5929029,26891656,3/3/2022,47.71148,4/24/2022,52
3185954,97848818,3/3/2022,9.17896,3/4/2022,2
7972878,58974767,3/3/2022,47.71148,4/24/2022,48
4360545,53528399,3/3/2022,8.52332,3/4/2022,3
2579044,32570450,3/3/2022,70.70427,4/22/2022,47
6015796,38797730,3/3/2022,8.3014,3/4/2022,1
5152322,20405175,3/3/2022,31.71486,4/6/2022,30
4958582,64369546,3/3/2022,44.84701,4/22/2022,50
3667115,18806960,3/3/2022,44.77392,3/12/2022,8
8331010,41322048,3/3/2022,34.88526,4/24/2022,50
9764452,99300729,3/4/2022,49.38076,4/8/2022,31
4610859,20821097,3/4/2022,37.3563,4/21/2022,45
6670999,23718350,3/4/2022,11.65725,3/5/2022,3
5504567,14920930,3/4/2022,42.63786,4/25/2022,50
5571090,26595059,3/4/2022,40.89996,4/24/2022,51
8949535,21546289,3/4/2022,98.5507,4/26/2022,51
7845443,18970926,3/4/2022,115.5422,4/28/2022,53
6620341,79480727,3/4/2022,108.7456,4/27/2022,50
4837345,45279856,3/4/2022,54.957,4/25/2022,50
5875062,95525368,3/4/2022,16.4871,3/5/2022,1
3129961,78433310,3/4/2022,40.35834,3/9/2022,3
1821413,35812043,3/4/2022,36.16838,3/17/2022,9
3447544,30336992,3/4/2022,61.3251,4/23/2022,47
1887034,17845585,3/4/2022,54.99221,4/16/2022,40
6135874,66198830,3/4/2022,28.39125,3/5/2022,2
8319211,78780770,3/4/2022,19.09322,3/5/2022,2
1119336,25910839,3/4/2022,22.85586,3/25/2022,17
